name,neighborhood_or_region,address,address_complement,phone,opening_hours,dish_name,dish_description,dish_image_url,source_url,listing_page,lat,lng,bairro,link
Hora Extra Bar Gourmet,Vila Valqueire,"R. Arcozelo, 60 | Vila Valqueire, Rio de Janeiro – RJ",Lj. B,21999851785,Terça-feira: 18h – 0h | Quarta-feira: 18h – 0h | Quinta-feira: 18h – 0h | Sexta-feira: 18h – 0h | Sábado: 13h – 0h | Domingo: 13h – 22h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Hora Extra Bar Gourmet Discostela Bolinhos de costela e agrião com creme de mandioca.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083948/horaextrabargourmet_discostela_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/hora-extra-bar-gourmet/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,-22.8873583,-43.3706654,Vila Valqueire,https://comidadibuteco.com.br/buteco/hora-extra-bar-gourmet/
Il Panino,Copacabana,"R. Belfort Roxo, 246 | Copacabana, Rio de Janeiro – RJ",Lj. F,21988567523,Segunda-feira: 12h – 23h30 | Terça-feira: 12h – 23h30 | Quarta-feira: 12h – 23h30 | Quinta-feira: 12h – 23h30 | Sexta-feira: 12h – 23h30 | Sábado: 12h – 23h30 | Domingo: 12h – 23h30,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Il Panino Não é madeira, mas está cheio de cupim Minissanduíches de cupim com queijo coalho, maionese trufada e rúcula na ciabatta de fermentação natural. Acompanha picles de pepino da casa.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09083956/ilpanino_naoemadeiramasestacheiodecupim_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/il-panino/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,-22.9632557,-43.1763565,Copacabana,https://comidadibuteco.com.br/buteco/il-panino/
Ilha Gourmet,Ilha da Gigóia,"Alameda Dalton Barreto, 550 – B | Ilha da Gigóia, Rio de Janeiro – RJ",,21999582891,Segunda-feira: 11h30 – 0h | Terça-feira: 11h30 – 0h | Quarta-feira: 11h30 – 0h | Quinta-feira: 11h30 – 0h | Sexta-feira: 11h30 – 0h | Sábado: 11h30 – 0h | Domingo: 11h30 – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Ilha Gourmet Caçarolinha da saudade Costelinha suína desfiada com pimentões confitados no azeite, ervas finas, aipim refogado com brócolis, cebola, salsinha e manteiga de ervas.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084104/ilhagourmet_cacarolinhadasaudade_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/ilha-gourmet/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,,,Ilha da Gigóia,https://comidadibuteco.com.br/buteco/ilha-gourmet/
Kai,Ilha da Gigóia,"Alameda Dalton Barreto, 550 | Ilha da Gigóia, Rio de Janeiro – RJ",,21997837002,Segunda-feira: 16h – 23h | Terça-feira: 16h – 23h | Quarta-feira: 16h – 23h | Quinta-feira: 16h – 23h | Sexta-feira: 16h – 23h | Sábado: 11h – 0h | Domingo: 11h – 0h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Kai Aquele que vem do mar Escondidinho de salmão com alho-poró e escondidinho de gorgonzola com rúcula.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084112/kai_aquelequevemdomar_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/kai/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,,,Ilha da Gigóia,https://comidadibuteco.com.br/buteco/kai/
Kumida di Kasa,Ilha do Governador,"R. Tenente Cleto Campelo, 582 | Ilha do Governador, Rio de Janeiro – RJ",,21967535632,Segunda-feira: 11h – 20h | Terça-feira: 11h – 22h | Quarta-feira: 11h – 22h | Quinta-feira: 11h – 22h | Sexta-feira: 11h – 22h | Sábado: 11h – 22h | Domingo: 11h – 20h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Kumida di Kasa Pirulito da Mami Rocambole de carne moída, recheado com queijo muçarela, bacon e acelga. Acompanha purê de maçã picante, pesto de rúcula e tomate-cereja confitado.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084121/kumidadikasa_pirulitodamami_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/kumida-di-kasa/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,,,Ilha do Governador,https://comidadibuteco.com.br/buteco/kumida-di-kasa/
Ladeira 7 Bar,Morro da Conceição,"Ld. João Homem, 7 | Morro da Conceição, Rio de Janeiro – RJ",,21969811833,Terça-feira: 12h – 20h | Quarta-feira: 12h – 20h | Quinta-feira: 12h – 20h | Sexta-feira: 12h – 20h | Sábado: 12h – 20h | Domingo: 12h – 20h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Ladeira 7 Bar Colhido no Morro São quatro bolinhos rústicos fritos, feitos com ora-pro-nóbis refogada, costelinha bovina desfiada e queijo coalho, servidos com um molho agridoce de goiabada cascão e mostarda escura com pimenta-dedo-de-moça.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084128/ladeira7bar_colhidonomorro_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/ladeira-7-bar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,,,Morro da Conceição,https://comidadibuteco.com.br/buteco/ladeira-7-bar/
Leme Light,Leme,"R. Gustavo Sampaio, 795 | Leme, Rio de Janeiro – RJ",,2122755498,Segunda-feira: 8h – 0h | Terça-feira: 8h – 0h | Quarta-feira: 8h – 0h | Quinta-feira: 8h – 0h | Sexta-feira: 8h – 1h | Sábado: 8h – 1h | Domingo: 8h – 0h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Leme Light Chiqueirinho Arretado Três chiqueirinhos de pão sacadura, recheados de pernil desfiado com abacaxi e mix de repolhos, acompanhados de molho arretado de rapadura.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084136/lemelight_chiqueirinhoarretado_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/leme-light/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,-22.9633969,-43.1713204,Leme,https://comidadibuteco.com.br/buteco/leme-light/
Medina Pressão,Méier,"R. Medina, 24 – A | Méier, Rio de Janeiro – RJ",,2134737050,Segunda-feira: 13h – 21h | Terça-feira: 13h – 21h | Quarta-feira: 13h – 21h | Quinta-feira: 13h – 21h | Sexta-feira: 12h – 22h | Sábado: 12h – 22h | Domingo: 12h – 20h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Medina Pressão Pulled Pork oriental Guioza recheada com carne suína (pulled pork) sobre paleta suína desfiada com couve. Acompanha molho de mostarda com mel.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084246/medinapressao_pulledporkoriental_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/medina-pressao/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,-22.9011666,-43.2824909,Méier,https://comidadibuteco.com.br/buteco/medina-pressao/
Miolo,Laranjeiras,"R. General Glicério, 440 | Laranjeiras, Rio de Janeiro – RJ",Lj. C,21967292290,Segunda-feira: 16h – 21h30 | Terça-feira: 16h – 21h30 | Quarta-feira: 16h – 21h30 | Quinta-feira: 16h – 21h30 | Sexta-feira: 16h – 21h30 | Sábado: 12h – 21h30 | Domingo: 16h – 21h30,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Miolo Língua enrolada Discos de língua com recheio de gorgonzola e maionese de coentro.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084256/miolo_linguaenrolada_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/miolo/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,-22.9425009,-43.1920263,Laranjeiras,https://comidadibuteco.com.br/buteco/miolo/
Noo Cachaçaria,Praça da Bandeira,"R. Barão de Iguatemi, 358 | Praça da Bandeira, Rio de Janeiro – RJ",,21972877940,Quarta-feira: 12h – 23h | Quinta-feira: 12h – 23h | Sexta-feira: 12h – 23h | Sábado: 12h – 23h | Domingo: 11h – 17h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Noo Cachaçaria NooUmami Trio de verduras (acelga, brócolis e couve-flor) refogadas no missô com toque agridoce e crocante.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084303/noocachacaria_nooumami_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/6237-revision-v1/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,-22.9118874,-43.2127995,Praça da Bandeira,https://comidadibuteco.com.br/buteco/6237-revision-v1/
Novooeste,Santa Teresa,"R. Paschoal Carlos Magno, 90 | Santa Teresa, Rio de Janeiro – RJ",Lj. A,21996601718,Quarta-feira: 16h – 23h | Quinta-feira: 16h – 23h | Sexta-feira: 16h – 23h | Sábado: 12h – 23h | Domingo: 12h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Novooeste Buquezinho de couve-flor Floretes de couve-flor crocantes, servidos em buquê, acompanhados da maionese verde da casa e do nosso molho agridoce.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084313/novooeste_buquezinhodecouveflor_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/novooeste/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,-22.9209033,-43.1876466,Santa Teresa,https://comidadibuteco.com.br/buteco/novooeste/
O Segreto,Engenho de Dentro,"R. Doutor Bulhões, 689 e 695 | Engenho de Dentro, Rio de Janeiro – RJ",,2134734754,Quarta-feira: 16h30 – 23h30 | Quinta-feira: 16h30 – 23h30 | Sexta-feira: 12h – 23h30 | Sábado: 12h – 23h30 | Domingo: 12h – 22h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander O Segreto Quem com porco se mistura, camarão come! Bolinho crocante sem massa, de pernil com camarão e alho-poró, acompanhado com pesto de folha de mostarda.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084323/osegreto_quemcomporcosemisturacamaraocome_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/o-segreto/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/7/,-22.9037451,-43.2986636,Engenho de Dentro,https://comidadibuteco.com.br/buteco/o-segreto/
On Tap Pub,Tijuca,"Rua Major Ávila, 455 | Tijuca, Rio de Janeiro – RJ","Lj. H, Lj. 1",2135029295,Segunda-feira: 12h – 23h | Terça-feira: 12h – 23h | Quarta-feira: 12h – 23h | Quinta-feira: 12h – 23h | Sexta-feira: 12h – 23h | Sábado: 12h – 23h | Domingo: 12h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander On Tap Pub Porquinho atolado Quatro bolinhos de paleta de porco desfiada, com agrião, recheados com queijo provolone, acompanhados de pesto de agrião.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084433/ontappub_porquinhoatolado_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/on-tap-pub/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-22.9227608,-43.2328278,Tijuca,https://comidadibuteco.com.br/buteco/on-tap-pub/
Pastelaria do Lido,Paquetá,"Praia José Bonifácio, 59 | Paquetá, Rio de Janeiro – RJ",,(21) 3397-0377 | (21) 99683-1790,Sexta-feira: 11h – 17h | Sábado: 11h – 17h | Domingo: 11h – 17h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Pastelaria do Lido Porquinho da Ilha Panelinha com mix de porcos (picanha, pancetta e filé-mignon) desfiados e gratinados, acompanhados de massinha de pastel frita. Acompanhamentos: pesto de rúcula e chutney de abacaxi.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084441/pastelariadolido_porquinhodailha_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/pastelaria-do-lido/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-22.7620097,-43.1101072,Paquetá,https://comidadibuteco.com.br/buteco/pastelaria-do-lido/
Queijaria de Vargem Grande,Vargem Grande,"Estrada dos Bandeirantes, 24047 | Vargem Grande, Rio de Janeiro – RJ","Ljs. B, C, D, E",21973051225,Terça-feira: 12h – 23h | Quarta-feira: 12h – 23h | Quinta-feira: 12h – 23h | Sexta-feira: 12h – 23h | Sábado: 12h – 23h | Domingo: 12h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Queijaria de Vargem Grande Deu CUPIM na horta do POPEYE Charuto de cupim com espinafre, recheado com muçarela, provolone, alho-poró; empanado em farinha panko.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084451/queijariadevargemgrande_deucupimnahortadopopeye_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/queijaria-de-vargem-grande/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-22.9814399,-43.4908803,Vargem Grande,https://comidadibuteco.com.br/buteco/queijaria-de-vargem-grande/
Quintal do Peixoto,Copacabana,"R. Anita Garibaldi, 60 | Copacabana, Rio de Janeiro – RJ",Lj. F,21996422100,Terça-feira: 16h30 – 23h30 | Quarta-feira: 16h30 – 23h30 | Quinta-feira: 16h30 – 23h30 | Sexta-feira: 16h30 – 23h30 | Sábado: 12h – 23h30 | Domingo: 12h – 19h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Quintal do Peixoto Tem no meu quintal Bolinho de kafta empanada na farinha panko, recheado com espinafre e queijo. Acompanha molho de hortelã picante.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084500/quintaldopeixoto_temnomeuquintal_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/quintal-do-peixoto/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-22.9691221,-43.1880526,Copacabana,https://comidadibuteco.com.br/buteco/quintal-do-peixoto/
Quintal DuGraja,Grajaú,"R. Caçapava, 2 | Grajaú, Rio de Janeiro – RJ",Lj. A,21959133343,Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 18h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Quintal DuGraja Rubacão à Moda Quintal Nosso petisco é uma releitura do Rubacão, prato típico de João Pessoa. Feito com carne seca, feijão-fradinho, queijo coalho, com o tempero típico do quintal DuGraja. Por cima, banana-da-terra grelhada e carne-seca acebolada, finalizado com folhas de rúcula.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084511/quintaldugraja_rubacaoamodaquintal_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/quintal-dugraja/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-22.9263345,-43.2576756,Grajaú,https://comidadibuteco.com.br/buteco/quintal-dugraja/
Raízes Gastrobar,Freguesia (Jacarepaguá),"Estrada dos Três Rios, 470 | Freguesia (Jacarepaguá), Rio de Janeiro – RJ",,21977016899,Terça-feira: 12h – 0h | Quarta-feira: 12h – 0h | Quinta-feira: 12h – 0h | Sexta-feira: 12h – 0h | Sábado: 12h – 0h | Domingo: 12h – 22h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Raízes Gastrobar Senta, que lá vem história Quatro medalhões de batata temperada empanados, preparados com queijo meia cura e recheados com carne de panela desfiada e agrião. Servidos com bacon no melado de cana e maionese de pimenta da casa.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084620/raizesgastrobar_sentaquelavemhistoria_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/raizes-gastrobar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-22.9305798,-43.3242144,Freguesia (Jacarepaguá),https://comidadibuteco.com.br/buteco/raizes-gastrobar/
Reginaldo’s Bar,Olaria,"R. João Silva, 162 | Olaria, Rio de Janeiro – RJ",,21976551837,Terça-feira: 12h – 22h | Quarta-feira: 12h – 22h | Quinta-feira: 12h – 22h | Sexta-feira: 12h – 22h | Sábado: 12h – 22h | Domingo: 12h – 22h,Os,"Quatro Guardiões do Ceará Quatro bolinhos recheados com uma mistura de carne de sol desfiada e vegetais típicos do sertão, representando os quatro elementos do brasão do Ceará: farol, pássaro, mar e plantação.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084628/reginaldosbar_osquatroguardioesdoceara_capital_2026_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/reginaldos-bar/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-22.8480496,-43.2607463,Olaria,https://comidadibuteco.com.br/buteco/reginaldos-bar/
Restaurante Gaia,Barra da Tijuca,"Avenida Marechal Henrique Lott, 120 | Barra da Tijuca, Rio de Janeiro – RJ",Lj. 127,21976566518,Terça-feira: 12h – 17h | Quarta-feira: 12h – 17h | Quinta-feira: 12h – 22h | Sexta-feira: 12h – 22h | Sábado: 12h – 22h | Domingo: 12h – 18h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Restaurante Gaia Croquete de Alheira Um croquete típico de Portugal, ele é a base de um embutido português defumado e acompanhado por uma maionese de agrião.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084637/restaurantegaia_croquetedealheira_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/restaurante-gaia/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-23.0022938,-43.3500714,Barra da Tijuca,https://comidadibuteco.com.br/buteco/restaurante-gaia/
Restaurante Ilha da Fantasia,Ilha da Gigóia,"Alameda dos Colibris, 1 | Ilha da Gigóia, Rio de Janeiro – RJ",,21974821443,Segunda-feira: 12h – 18h | Terça-feira: 12h – 18h | Quarta-feira: 12h – 18h | Quinta-feira: 12h – 18h | Sexta-feira: 12h – 18h | Sábado: 12h – 18h | Domingo: 12h – 18h,-,Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Restaurante Ilha da Fantasia Bobózinho Fantasia Bobó de frutos do mar com alho-poró.,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084646/restauranteilhadafantasia_bobozinhofantasia_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/restaurante-ilha-da-fantasia/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,,,Ilha da Gigóia,https://comidadibuteco.com.br/buteco/restaurante-ilha-da-fantasia/
Sabará,Tijuca,"R. Almirante Gavião, 11 | Tijuca, Rio de Janeiro – RJ",Lj. C,21999526110,Segunda-feira: 11h30 – 16h | Terça-feira: 11h30 – 23h30 | Quarta-feira: 11h30 – 23h30 | Quinta-feira: 11h30 – 23h30 | Sexta-feira: 11h30 – 23h30 | Sábado: 11h30 – 23h30 | Domingo: 11h30 – 22h30,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Sabará Escondido que é bão Dois escondidinhos, um de pernil e o outro de rabada.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084656/sabara_escondidoqueebao_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/sabara/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-22.9189027,-43.2139865,Tijuca,https://comidadibuteco.com.br/buteco/sabara/
Selo de Ouro,Catete,"R. Artur Bernardes, 58 – B | Catete, Rio de Janeiro – RJ",,2134866589,Segunda-feira: 11h – 23h | Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 23h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Selo de Ouro Relíquia do Buteco Três trouxinhas de couve, recheadas com pernil desfiado, acompanhadas de vinagrete de abacaxi e farofa de bacon com castanha.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084808/selodeouro_reliquiadobuteco_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/selo-de-ouro/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-22.9285547,-43.1782699,Catete,https://comidadibuteco.com.br/buteco/selo-de-ouro/
Seu Cristóvão,São Cristóvão,"R. São Cristóvão, 291 | São Cristóvão, Rio de Janeiro – RJ",Lj. A,2138605278,Segunda-feira: 11h – 23h30 | Terça-feira: 11h – 23h30 | Quarta-feira: 11h – 23h30 | Quinta-feira: 11h – 23h30 | Sexta-feira: 11h – 0h | Sábado: 11h – 0h | Domingo: 11h – 17h,-,"Comida di Buteco O maior concurso de butecos do Brasil! O maior concurso de butecos do Brasil! Acompanhe Facebook Instagram Twitter Youtube Início O Comida di Buteco Butecos Participantes O Concurso + Mecânica e calendário Indique um buteco Vencedores Patrocinadores Contato Mais + Cultura di Buteco Receitas Deliciosas Causos Santander Seu Cristóvão Meu verde sertão Feijão-verde, brócolis e carne-seca refogados com catupiry, nata e aipo, finalizados com castanha crocante, broto de coentro e flor comestível.",https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09084817/seucristovao_meuverdesertao_capital_2026_joana_1-1024x683.jpg,https://comidadibuteco.com.br/buteco/seu-cristovao/,https://comidadibuteco.com.br/butecos/rio-de-janeiro/page/8/,-22.9060638,-43.218027,São Cristóvão,https://comidadibuteco.com.br/buteco/seu-cristovao/
